longitude,latitude,city,wrb4_code,physical_root_depth,physical_available_water_capacity,basic_ph,basic_organic_carbon,basic_total_nitrogen,basic_c/n_ratio,texture_clay,texture_silt,texture_sand,texture_coarse_fragments,physical_bulk_density,physical_reference_bulk_density,chemical_cation_exchange_capacity,chemical_clay_cec,chemical_effective_cec,chemical_total_exchangeable_bases,chemical_base_saturation,chemical_exchangeable_sodium_percentage,chemical_aluminum_saturation,salinity_electrical_conductivity,salinity_total_carbon_equivalent,salinity_gypsum_content
39.0,40.2,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.0,40.4,Giresun,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.0,40.6,Gümüşhane,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.0,40.8,Giresun,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.0,41.0,Giresun,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.2,37.6,Şanlıurfa,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.2,37.8,Şanlıurfa,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.2,38.0,Şanlıurfa,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.2,38.2,Adıyaman,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.2,38.4,Elazığ,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.2,39.0,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.2,39.2,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.2,39.4,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.2,39.6,Erzincan,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.2,39.8,Erzincan,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.2,40.0,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.2,40.2,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.2,40.4,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.2,40.6,Gümüşhane,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.2,40.8,Trabzon,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.2,41.0,Trabzon,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.4,37.6,Şanlıurfa,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.4,37.8,Şanlıurfa,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.4,38.0,Diyarbakır,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.4,38.2,Diyarbakır,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.4,38.4,Elazığ,LPnt,4,0,-3.0,1.562,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.71,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
39.4,38.8,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.4,39.0,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.4,39.4,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.4,39.6,Erzincan,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.4,39.8,Erzincan,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.4,40.0,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.4,40.2,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.4,40.4,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.4,40.6,Gümüşhane,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.4,40.8,Trabzon,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.4,41.0,Trabzon,ACha,1,138,5.2,1.328,1.13,15.0,19.0,28.0,53.0,8.0,1.07,1.7,6.0,12.0,4.0,3.0,50.0,1.0,11.0,0.0,0.0,0.0
39.6,37.6,Şanlıurfa,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.6,37.8,Şanlıurfa,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.6,38.0,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.6,38.2,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.6,38.4,Elazığ,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.6,38.8,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.6,39.0,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.6,39.2,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.6,39.4,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.6,39.6,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.6,39.8,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.6,40.0,Gümüşhane,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.6,40.2,Gümüşhane,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.6,40.4,Gümüşhane,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.6,40.6,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
39.8,37.6,Şanlıurfa,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.8,37.8,Şanlıurfa,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.8,38.0,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.8,38.2,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.8,38.4,Elazığ,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
39.8,38.6,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.8,38.8,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.8,39.0,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.8,39.4,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
39.8,39.6,Tunceli,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.8,39.8,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.8,40.0,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.8,40.2,Gümüşhane,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.8,40.4,Gümüşhane,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
39.8,40.6,Gümüşhane,LPli,4,10,6.7,2.714,1.5,12.0,16.0,31.0,53.0,20.0,1.37,1.64,17.0,35.0,27.0,10.0,64.0,3.0,0.0,1.0,0.0,0.3
40.0,37.4,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.0,37.6,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.0,37.8,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.0,38.0,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.0,38.2,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.0,38.4,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.0,38.6,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.0,38.8,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.0,39.0,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.0,39.2,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.0,39.4,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.0,39.6,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.0,39.8,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.0,40.0,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.0,40.2,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.0,40.4,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.2,37.0,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.2,37.2,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.2,37.4,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.2,37.6,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.2,37.8,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.2,38.0,Mersin,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.2,38.2,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.2,38.4,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.2,38.6,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.2,38.8,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.2,39.0,Elazığ,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.2,39.2,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.2,39.4,Tunceli,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.2,39.6,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.2,39.8,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.2,40.0,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.2,40.2,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.2,40.4,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.4,37.2,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.4,37.4,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.4,37.6,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.4,37.8,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.4,38.4,Diyarbakır,VRcc,1,198,7.6,1.544,1.5,11.0,50.0,33.0,17.0,2.0,1.76,2.0,40.0,68.0,55.0,55.0,100.0,1.0,0.0,1.0,11.8,0.5
40.4,38.6,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.4,38.8,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.4,39.0,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.4,39.2,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.4,39.4,Bingöl,CMca,1,165,8.0,1.054,1.02,9.0,20.0,36.0,44.0,7.0,1.41,1.71,15.0,59.0,39.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1
40.4,39.6,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.4,39.8,Erzincan,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.4,40.0,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.4,40.2,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.4,40.4,Bayburt,LPeu,3,34,6.9,2.384,3.61,12.0,14.0,36.0,50.0,19.0,1.29,1.6,14.0,68.0,23.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3
40.6,37.2,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.6,37.4,Mardin,CLha,1,150,8.2,0.697,0.8,9.0,18.0,33.0,49.0,12.0,1.45,1.68,14.0,67.0,38.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2
40.6,37.6,Diyarbakır,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
40.6,37.8,Diyarbakır,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
40.6,38.0,Diyarbakır,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
40.6,38.2,Diyarbakır,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
40.6,38.4,Diyarbakır,LPrz,3,34,7.7,3.027,2.49,13.0,27.0,37.0,36.0,19.0,1.23,1.81,24.0,48.0,30.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3
40.6,38.6,Bingöl,CMeu,1,140,6.2,2.573,1.91,14.0,14.0,46.0,40.0,15.0,1.24,1.59,18.0,74.0,15.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6
40.6,38.8,Bingöl,CMeu,1,140,6.2,2.573,1.91,14.0,14.0,46.0,40.0,15.0,1.24,1.59,18.0,74.0,15.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6
40.6,39.0,Bingöl,CMeu,1,140,6.2,2.573,1.91,14.0,14.0,46.0,40.0,15.0,1.24,1.59,18.0,74.0,15.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6
40.6,39.2,Bingöl,CMeu,1,140,6.2,2.573,1.91,14.0,14.0,46.0,40.0,15.0,1.24,1.59,18.0,74.0,15.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6
40.6,39.4,Bingöl,CMeu,1,140,6.2,2.573,1.91,14.0,14.0,46.0,40.0,15.0,1.24,1.59,18.0,74.0,15.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6
40.6,39.6,Erzincan,CMcr,1,159,6.5,1.181,1.34,11.0,29.0,27.0,44.0,5.0,1.35,1.84,17.0,42.0,14.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6
40.6,39.8,Erzurum,CMcr,1,159,6.5,1.181,1.34,11.0,29.0,27.0,44.0,5.0,1.35,1.84,17.0,42.0,14.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6
40.6,40.0,Erzurum,CMcr,1,159,6.5,1.181,1.34,11.0,29.0,27.0,44.0,5.0,1.35,1.84,17.0,42.0,14.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6
